cn,label,en,cleaned_en
食品密封袋,8,Food sealed bag,food sealed bag
食品保鲜袋,8,Food preservation bag,food preservation bag
榛子壳,8,Hazelnut shell,hazelnut shell
气垫膜,8,Air cushion film,air cushion film
碧然德过滤芯,8,Bioland filter element,bioland filter element
粘尘纸,8,Sticky paper,sticky paper
过滤袋,8,filter bag,filter bag
炼乳壳,8,Condensed Milk Shell,condensed milk shell
装蔬菜的塑料袋,8,Plastic bag for vegetables,plastic bag for vegetables
脚趾甲,8,Toenails,toenails
油画刷,8,Oil painting brush,oil painting brush
墨胆,8,Ink gall,ink gall
脏卸妆棉,8,Dirty cleansing cotton,dirty cleansing cotton
痘痘贴,8,Acne Patch,acne patch
甲鱼壳,8,Turtle shell,turtle shell
自热火锅加热包,8,Self-heating hot pot heating bag,selfheating hot pot heating bag
酸奶杯盖,8,Yogurt Cup Lid,yogurt cup lid
净化器滤芯,8,Purifier filter,purifier filter
纸巾袋,8,Tissue bag,tissue bag
艾灸贴,8,Moxibustion Patch,moxibustion patch
便纸,8,Paper,paper
双眼皮贴,8,Double eyelid stickers,double eyelid stickers
包裹着猫屎的塑料袋,8,Plastic bag wrapped in cat feces,plastic bag wrapped in cat feces
蜡烛包装,8,Candle packaging,candle packaging
卫生巾外包装,8,Sanitary napkin outer packaging,sanitary napkin outer packaging
豆腐盒,8,Tofu box,tofu box
卫生巾包装袋,8,Sanitary napkin packaging bag,sanitary napkin packaging bag
海绵蛋,8,Sponge egg,sponge egg
方便面盒,8,Instant noodle box,instant noodle box
纸皮核桃,8,Paper walnut,paper walnut
卷筒纸外包装,8,Web outer packaging,web outer packaging
牙签塑料盒,8,Toothpick Plastic Box,toothpick plastic box
醋包,8,Vinegar bag,vinegar bag
醋袋,8,Vinegar bag,vinegar bag
食品塑料盒,8,Food plastic box,food plastic box
仓鼠垫沙,8,Hamster sand,hamster sand
干发巾,8,Dry hair towel,dry hair towel
喜茶杯,8,Hi teacup,hi teacup
面粉袋,8,Flour bag,flour bag
吸管薄膜,8,Straw film,straw film
蟑螂贴,8,Cockroach stickers,cockroach stickers
眼贴膜,8,Eye Patch,eye patch
眼膜,8,Eye mask,eye mask
鼻贴,8,Nose stick,nose stick
去黑头鼻贴,8,Blackhead Nose Patch,blackhead nose patch
一次性尿布,8,Disposable diapers,disposable diapers
香烟灰,8,Cigarette ash,cigarette ash
湿厕纸,8,Wet toilet paper,wet toilet paper
烧烤竹签,8,BBQ bamboo skewers,bbq bamboo skewers
锡箔餐盒,8,Tinfoil lunch box,tinfoil lunch box
湿厕纸包装袋,8,Wet toilet paper packaging bag,wet toilet paper packaging bag
酸奶吸管,8,Yogurt straw,yogurt straw
铅笔芯,8,Pencil lead,pencil lead
地板蜡,8,Floor wax,floor wax
粽子包裹绳,8,Zongzi wrapped rope,zongzi wrapped rope
塑料咖啡杯,8,Plastic coffee cup,plastic coffee cup
硅藻泥,8,Diatom mud,diatom mud
眼镜盒,8,glasses case,glasses case
逗猫棒,8,Funny cat stick,funny cat stick
宠物饲料包装袋,8,Pet food packaging bag,pet food packaging bag
滤尘袋,8,Filter bag,filter bag
纸胶带,8,Paper tape,paper tape
膨化食品包装袋,8,Puffed Food Packaging Bag,puffed food packaging bag
眼部精华胶囊,8,Eye essence capsules,eye essence capsules
食品干燥剂,8,Food desiccant,food desiccant
纸咖啡杯,8,Paper coffee cup,paper coffee cup
空气清新剂罐,8,Air freshener canister,air freshener canister
空调滤芯,8,Air conditioning filter,air conditioning filter
珍珠奶茶杯,8,Pearl milk tea cup,pearl milk tea cup
早餐奶包装袋,8,Breakfast milk packaging bag,breakfast milk packaging bag
粉底液,8,Liquid foundation,liquid foundation
墙灰,8,Wall gray,wall gray
湿抹布,8,Wet wipes,wet wipes
一次性内裤,8,Disposable underwear,disposable underwear
生物冰袋,8,Biological ice pack,biological ice pack
桃子核,8,Peach pit,peach pit
陶瓷杯,8,porcelain cup,porcelain cup
脏牛奶盒,8,Dirty milk carton,dirty milk carton
一次性塑料杯,8,Disposable plastic cup,disposable plastic cup
乐事薯片盒,8,Lay's Potato Chip Box,lays potato chip box
蛋黄酥包装盒,8,Egg yolk crisp packing box,egg yolk crisp packing box
瓷勺,8,Porcelain spoon,porcelain spoon
养乐多盖,8,Yakult cover,yakult cover
胶布,8,Tape,tape
一次性洗脸巾,8,Disposable face towel,disposable face towel
沸石猫砂,8,Zeolite cat litter,zeolite cat litter
早餐塑料袋,8,Breakfast plastic bag,breakfast plastic bag
豆浆杯盖,8,Soy milk cup lid,soy milk cup lid
口红盒,8,Lipstick box,lipstick box
包裹着猫屎的膨润土猫砂,8,Bentonite cat litter wrapped in cat feces,bentonite cat litter wrapped in cat feces
游泳眼镜,8,swimming glasses,swimming glasses
老花眼镜,8,reading glasses,reading glasses
蜡烛塑料模,8,Candle plastic mould,candle plastic mould
塑料挂钩,8,Plastic hook,plastic hook
奶粉勺子,8,Milk powder spoon,milk powder spoon
减震泡泡膜,8,Shock absorption bubble film,shock absorption bubble film
擦手纸,8,Paper towels,paper towels
奶粉盖,8,Milk powder cover,milk powder cover
水粉颜料,8,Gouache paint,gouache paint
机票,8,Air tickets,air tickets
演唱会票,8,Concert ticket,concert ticket
车票,8,ticket,ticket
大头钉,8,thumbtack,thumbtack
热敏纸,8,Thermal Paper,thermal paper
不干胶纸,8,Self-adhesive paper,selfadhesive paper
饮料瓶标签,8,Beverage bottle label,beverage bottle label
方便面包装袋,8,Instant noodle packaging bag,instant noodle packaging bag
标签纸,8,label,label
沙拉袋,8,Salad bag,salad bag
快递贴纸,8,Express stickers,express stickers
气泡垫,8,Bubble wrap,bubble wrap
废瓷砖,8,Waste tiles,waste tiles
水果罐,8,Fruit jar,fruit jar
保湿喷雾,8,Moisturizing spray,moisturizing spray
火车票,8,Train ticket,train ticket
退烧贴,8,Fever-reducing stickers,feverreducing stickers
卸妆油瓶,8,Cleansing oil bottle,cleansing oil bottle
水果包装袋,8,Fruit packaging bag,fruit packaging bag
泡面调料包,8,Instant noodles seasoning package,instant noodles seasoning package
冻干粉面膜,8,Freeze-dried powder mask,freezedried powder mask
软膜撕拉面膜,8,Soft film peeling mask,soft film peeling mask
卷笔刀,8,Pencil sharpener,pencil sharpener
化妆品瓶盖,8,Cosmetic bottle cap,cosmetic bottle cap
N次贴,8,N posts,n posts
纳米海绵,8,Nano sponge,nano sponge
一次性剃须刀片,8,Disposable razor blade,disposable razor blade
塑料油壶,8,Plastic oil can,plastic oil can
眼线液,8,Liquid eyeliner,liquid eyeliner
避孕套包装,8,Condom packaging,condom packaging
兔毛,8,Rabbit fur,rabbit fur
大龙虾头,8,Big lobster head,big lobster head
一次性塑料鞋套,8,Disposable plastic shoe covers,disposable plastic shoe covers
粽子皮,8,Zongzi skin,zongzi skin
牛皮筋,8,Cowhide band,cowhide band
修眉刀,8,Eyebrow trimming knife,eyebrow trimming knife
头绳,8,Head rope,head rope
艾灸渣,8,Moxibustion residue,moxibustion residue
牙套,8,Braces,braces
塑料刷子,8,Plastic brush,plastic brush
防蚊手环,8,Anti-mosquito bracelet,antimosquito bracelet
搓澡巾,8,Bath towel,bath towel
烟丝,8,cut tobacco,cut tobacco
方便面叉子,8,Instant noodle fork,instant noodle fork
汉堡纸,8,Hamburger paper,hamburger paper
眼镜布,8,Glasses cloth,glasses cloth
果冻包装盒,8,Jelly box,jelly box
干冰袋,8,Dry ice bag,dry ice bag
头皮屑,8,Dandruff,dandruff
长寿果壳,8,Longevity Nutshell,longevity nutshell
超市塑料袋,8,Supermarket plastic bags,supermarket plastic bags
防震膜,8,Shockproof film,shockproof film
羊肉骨头,8,Lamb bones,lamb bones
酱油包装袋,8,Soy sauce packaging bag,soy sauce packaging bag
一次性餐具包装,8,Disposable tableware packaging,disposable tableware packaging
爽身粉,8,Talcum powder,talcum powder
84消毒液瓶,8,84 disinfectant bottle, disinfectant bottle
炸鸡包装袋,8,Fried chicken packaging bag,fried chicken packaging bag
气泡纸,8,Bubble paper,bubble paper
液体蚊香,8,Liquid mosquito coil,liquid mosquito coil
织带,8,Webbing,webbing
液体蚊香瓶,8,Liquid mosquito coil bottle,liquid mosquito coil bottle
卸妆乳瓶,8,Makeup remover baby bottle,makeup remover baby bottle
包裹着鸡蛋壳的餐巾纸,8,Napkin wrapped in eggshell,napkin wrapped in eggshell
气泡袋,8,Bubble bag,bubble bag
条码纸,8,Barcode paper,barcode paper
干草包装袋,8,Hay packaging bag,hay packaging bag
猫粮包装袋,8,Cat Food Packaging Bag,cat food packaging bag
香肠竹签,8,Sausage skewers,sausage skewers
破碎盘子,8,Broken plate,broken plate
荷兰猪毛,8,Guinea pig hair,guinea pig hair
碳性电池,8,Carbon battery,carbon battery
串串竹签,8,Skewers,skewers
旧口罩,8,Old mask,old mask
扇子,8,Folding fan,folding fan
乳垫,8,Breast pad,breast pad
吸味剂,8,Odor,odor
烟盒内锡纸,8,Tin foil in cigarette case,tin foil in cigarette case
旧牙刷,8,Old toothbrush,old toothbrush
马克杯,8,Mug,mug
绿豆包装,8,Mung bean packaging,mung bean packaging
菠萝蜜核,8,Jackfruit core,jackfruit core
日抛,8,Sunshine,sunshine
牙贴,8,Teeth stickers,teeth stickers
一次性电子烟,8,Disposable electronic cigarette,disposable electronic cigarette
果冻壳,8,Jelly shell,jelly shell
湿面巾纸,8,Wet facial tissue,wet facial tissue
购物小票,8,Shopping Receipt,shopping receipt
冰淇淋纸,8,Ice cream paper,ice cream paper
红茶包,8,Black tea bag,black tea bag
自热包,8,Self-heating pack,selfheating pack
丙烯颜料,8,Acrylic paint,acrylic paint
陶瓷烟灰缸,8,Ceramic ashtray,ceramic ashtray
丝瓜筋,8,Loofah tendons,loofah tendons
带油抹布,8,Oiled rag,oiled rag
塑料牙签,8,Plastic toothpicks,plastic toothpicks
鸽毛,8,Pigeon feather,pigeon feather
毛笔,8,Brush,brush
脱酸素剂,8,Deacidification agent,deacidification agent
消毒棉,8,Disinfection cotton,disinfection cotton
油性笔,8,Oily pen,oily pen
发卡,8,Card issuance,card issuance
防潮袋,8,Moisture-proof bag,moistureproof bag
刘海夹,8,Bangs clip,bangs clip
饼干袋,8,Cookie bag,cookie bag
浴沙,8,Bath sand,bath sand
冷饮包装纸,8,Cold drink wrapping paper,cold drink wrapping paper
一次性拖鞋,8,Disposable slippers,disposable slippers
足浴袋,8,Foot bath bag,foot bath bag
吸湿剂,8,Hygroscopic agent,hygroscopic agent
洗衣粉袋,8,Washing powder bag,washing powder bag
化妆品密封塑料膜,8,Cosmetic sealing plastic film,cosmetic sealing plastic film
湿报纸,8,Wet newspaper,wet newspaper
婴幼儿纸尿裤,8,Baby diapers,baby diapers
眼镜框,8,glasses frames,glasses frames
油污湿巾纸,8,Oily wet tissue paper,oily wet tissue paper
脱氧保鲜剂,8,Deoxygenating preservative,deoxygenating preservative
关东煮纸杯,8,Oden Paper Cup,oden paper cup
碘酒棉球,8,Iodine cotton ball,iodine cotton ball
酒精棉球,8,Alcohol cotton ball,alcohol cotton ball
珍宝蟹,8,Dungeness Crab,dungeness crab
泡脚袋,8,Foot Soaking Bag,foot soaking bag
一次性便当盒,8,Disposable bento box,disposable bento box
羊肉串棒,8,Lamb skewers,lamb skewers
碳包,8,Carbon package,carbon package
手机链,8,Phone chain,phone chain
卤料包,8,Halogen bag,halogen bag
五子棋,8,Gobang,gobang
化妆镜,8,Makeup mirror,makeup mirror
香囊,8,Sachet,sachet
塑料带,8,Plastic band,plastic band
测血糖试纸,8,Blood glucose test strips,blood glucose test strips
足贴,8,Foot Patch,foot patch
牛肉骨头,8,Beef bones,beef bones
必胜客纸盒,8,Pizza Hut Carton,pizza hut carton
奶茶盖,8,Milk tea cover,milk tea cover
隐形眼镜盒,8,Contact lens case,contact lens case
酒精棉片,8,Alcohol pads,alcohol pads
光碟包,8,CD package,cd package
烤串棒,8,Skewers,skewers
棒冰包装袋,8,Popsicle packaging bag,popsicle packaging bag
湿卫生纸,8,Wet toilet paper,wet toilet paper
席子,8,Mat,mat
竹炭包,8,charcoal bag,charcoal bag
园艺土,8,Gardening soil,gardening soil
牛排包装,8,Steak packaging,steak packaging
蔬菜包装袋,8,Vegetable packaging bag,vegetable packaging bag
烫发剂壳,8,Perm agent shell,perm agent shell
瑞幸咖啡杯,8,Luckin Coffee Cup,luckin coffee cup
厨房纸巾,8,Kitchen paper towels,kitchen paper towels
塑料糖纸,8,Plastic candy paper,plastic candy paper
纸巾外包装,8,Paper towel outer packaging,paper towel outer packaging
卫生卷纸,8,Toilet roll,toilet roll
全棉时代纸巾,8,Cotton era paper towel,cotton era paper towel
雪糕棍,8,Ice cream stick,ice cream stick
卫生棒,8,Hygiene stick,hygiene stick
防蚊贴,8,Anti-mosquito stickers,antimosquito stickers
湿纸巾包装袋,8,Wet tissue packaging bag,wet tissue packaging bag
腋毛,8,Armpit hair,armpit hair
胡渣,8,Scum,scum
面条包装袋,8,Noodle Packaging Bag,noodle packaging bag
魔芋粉包装袋,8,Konjac flour packaging bag,konjac flour packaging bag
清凉贴,8,Cool stickers,cool stickers
固体清香剂,8,Solid freshener,solid freshener
腮红,8,Blush,blush
轻质彩泥,8,Lightweight color mud,lightweight color mud
巧克力锡纸,8,Chocolate tin foil,chocolate tin foil
橡皮擦,8,Rubber,rubber
黑板擦,8,eraser,eraser
白板擦,8,Whiteboard eraser,whiteboard eraser
碗碎片,8,Bowl fragments,bowl fragments
湿烟头,8,Wet cigarette butts,wet cigarette butts
清洁抹布,8,Cleaning cloth,cleaning cloth
便签纸,8,Note paper,note paper
泡泡糖,8,bubble gum,bubble gum
吸油面纸,8,Oil-absorbing tissue,oilabsorbing tissue
肉类包装盒,8,Meat packaging box,meat packaging box
扣子,8,button,button
内衣包装袋,8,Underwear packaging bag,underwear packaging bag
太阳镜,8,Sunglasses,sunglasses
灭蚊片,8,Mosquito killer,mosquito killer
CD,8,CD,cd
DVD,8,DVD,dvd
混合猫砂,8,Mixed cat litter,mixed cat litter
水笔芯,8,Pen core,pen core
键盘清洁胶,8,Keyboard cleaning glue,keyboard cleaning glue
塑料夹子,8,plastic clip,plastic clip
砚台,8,Inkstone,inkstone
证件塑料壳,8,ID plastic case,id plastic case
登机牌,8,boarding pass,boarding pass
竹牙签,8,Bamboo toothpicks,bamboo toothpicks
牛尾骨,8,Oxtail bone,oxtail bone
湿纸箱,8,Wet carton,wet carton
风油精瓶,8,Wind oil bottle,wind oil bottle
驱蚊贴,8,Mosquito Repellent Patch,mosquito repellent patch
硅胶手环,8,Silicone bracelet,silicone bracelet
气垫BB霜,8,Air cushion BB cream,air cushion bb cream
橡皮屑,8,Rubber crumbs,rubber crumbs
中药面膜,8,Traditional Chinese Medicine Mask,traditional chinese medicine mask
牙刷头,8,Toothbrush head,toothbrush head
牛肉干包装,8,Beef jerky packaging,beef jerky packaging
胸贴,8,Chest stickers,chest stickers
牛仔骨,8,Cowboy bones,cowboy bones
盐包装袋,8,Salt packaging bag,salt packaging bag
浴花,8,Yuka,yuka
扫描仪,1,scanner,scanner
投影仪,1,projector,projector
包装纸,1,Wrapping paper,wrapping paper
硬纸板,1,cardboard,cardboard
纸板箱,1,cardboard box,cardboard box
包装盒,1,Packing box,packing box
点心盒,1,Snack box,snack box
纸巾盒,1,tissue box,tissue box
牛奶盒,1,Milk carton,milk carton
饮料利乐包装,1,Tetra Pak Beverage,tetra pak beverage
PET塑料瓶,1,PET plastic bottle,pet plastic bottle
饮料瓶,1,Drink bottle,drink bottle
硬质塑料瓶,1,Rigid plastic bottle,rigid plastic bottle
塑料盒,1,plastic box,plastic box
冰淇淋盒,1,Ice cream box,ice cream box
塑料杯,1,plastic cup,plastic cup
酸奶杯,1,Yogurt Cup,yogurt cup
果冻杯,1,Jelly cup,jelly cup
软桶,1,Soft bucket,soft bucket
塑料泡沫,1,Plastic foam,plastic foam
气泡缓冲材料,1,Bubble cushioning material,bubble cushioning material
水果网套,1,Fruit net set,fruit net set
废弃塑料文具,1,Waste plastic stationery,waste plastic stationery
玻璃瓶,1,Glass bottle,glass bottle
碎玻璃片,1,Broken glass,broken glass
其他玻璃制品,1,Other glass products,other glass products
金属盒,1,Metal box,metal box
其他金属制品,1,Other metal products,other metal products
金属文件柜,1,Metal filing cabinet,metal filing cabinet
沙发,16,sofa,sofa
茶几,16,coffee table,coffee table
办公桌,1,desk,desk
文件柜,1,File cabinets,file cabinets
椅子,16,Chair,chair
皮带,1,belt,belt
香水瓶,1,perfume bottle,perfume bottle
食品罐头,1,Canned food,canned food
旧书包,1,Old school bag,old school bag
旧鞋子,1,Old shoes,old shoes
旧塑料篮子,1,Old plastic basket,old plastic basket
旧玩偶,1,Old doll,old doll
旧铁锅,1,Old wok,old wok
不锈钢垃圾桶,1,Stainless steel trash can,stainless steel trash can
旧帽子,1,Old hat,old hat
旧夹子,1,Old clip,old clip
废锁头,1,Waste lock,waste lock
雨伞骨架,1,Umbrella skeleton,umbrella skeleton
旧纸袋,1,Old paper bag,old paper bag
纸盒,1,Carton,carton
旧玩具,1,Old toy,old toy
办公用纸,1,Office paper,office paper
广告用纸,1,Advertising paper,advertising paper
暖水瓶,1,Thermos,thermos
废弃衣服,1,Discarded clothes,discarded clothes
桌布,1,tablecloth,tablecloth
塑料包装,1,Plastic Packaging,plastic packaging
铁皮罐头,1,Tin can,tin can
报废车辆,1,Scrapped vehicle,scrapped vehicle
家电家具,1,Home appliance furniture,home appliance furniture
玻璃烟灰缸,1,Glass ashtray,glass ashtray
泡沫箱,1,polystyrene box,polystyrene box
墨水瓶,1,Ink bottle,ink bottle
塑料垃圾桶,1,Plastic trash can,plastic trash can
塑料饮料杯,1,Plastic drink cup,plastic drink cup
吸铁石,1,Magnetite,magnetite
塑料假花,1,Plastic fake flowers,plastic fake flowers
指南针,1,compass,compass
自行车轮胎,1,Bicycle tire,bicycle tire
袜子,8,sock,sock
竹签,1,Bamboo stick,bamboo stick
旧衣服,1,old clothes,old clothes
轮胎,1,tire,tire
酸奶盒,1,Yogurt box,yogurt box
钉子,1,nail,nail
地板砖,1,Floor tile,floor tile
塑料壳,1,Plastic shell,plastic shell
护肤品玻璃罐,1,Skin care products glass jar,skin care products glass jar
奶粉罐,1,Milk powder can,milk powder can
塑料瓶瓶盖,1,Plastic bottle caps,plastic bottle caps
锡纸,8,Tin foil,tin foil
废旧电子产品,1,Used electronic products,used electronic products
鞋垫,1,insole,insole
过滤网,1,Filter,filter
皮鞋,1,leather shoes,leather shoes
广告纸片,1,Advertising paper,advertising paper
打印纸,1,printer paper,printer paper
菜刀,1,kitchen knife,kitchen knife
塑料盆,1,Plastic basin,plastic basin
塑料桶,1,plastic bucket,plastic bucket
塑料日用品,1,Plastic daily necessities,plastic daily necessities
塑料餐具,1,Plastic cutlery,plastic cutlery
塑料纸,1,plastic paper,plastic paper
充电装置,1,Charging device,charging device
砖头,1,brick,brick
水泥砖,1,cement brick,cement brick
矿泉水桶,1,Mineral water bucket,mineral water bucket
可乐瓶,1,Coke bottle,coke bottle
废旧木柴,1,Waste wood,waste wood
保温袋,1,Insulation bags,insulation bags
碎纸,1,Shredded paper,shredded paper
铁盒,1,Tin box,tin box
插线板,1,Patch panel,patch panel
电风扇,1,Electric fan,electric fan
水龙头,1,Faucet,faucet
抗光屏,1,Anti-light screen,antilight screen
幕布,1,curtain,curtain
地球仪,1,globe,globe
空气净化器过滤网,1,Air purifier filter,air purifier filter
化妆品瓶,1,Cosmetic bottle,cosmetic bottle
未被污染的输液瓶,1,Uncontaminated infusion bottle,uncontaminated infusion bottle
未被污染的输液袋,1,Uncontaminated infusion bag,uncontaminated infusion bag
手机,1,cell phone,cell phone
溜冰鞋,1,Skates,skates
废电路板,1,Scrap circuit board,scrap circuit board
藤条,1,Rattan,rattan
棕榈蜡,1,Palm wax,palm wax
消毒液瓶,2,Disinfectant bottle,disinfectant bottle
自行车,1,bike,bike
洗面奶瓶,1,Facial cleanser bottle,facial cleanser bottle
床垫,16,Mattress,mattress
木板,1,board,board
铝箔纸,1,Aluminum foil,aluminum foil
铁制品,1,iron product,iron product
铜制品,1,Copper products,copper products
泡沫塑料,1,Styrofoam,styrofoam
雪碧罐,1,Sprite can,sprite can
废旧小家电,1,Scrap small appliances,scrap small appliances
卫生纸内芯,1,Toilet paper inner core,toilet paper inner core
可口可乐瓶,1,Coca-Cola bottle,cocacola bottle
笔记本电脑,1,laptop,laptop
电饭煲,1,Rice cooker,rice cooker
塑料玩具,1,plastic toys,plastic toys
洗发水瓶,1,Shampoo bottle,shampoo bottle
护发素瓶,1,Conditioner bottle,conditioner bottle
洗衣液瓶,1,Laundry detergent bottle,laundry detergent bottle
皮包,1,Purses,purses
食用油桶,1,Edible oil drum,edible oil drum
塑料衣架,1,Plastic hangers,plastic hangers
铝膜,1,Aluminum film,aluminum film
塑料水管,1,Plastic water pipe,plastic water pipe
铁管,1,iron tube,iron tube
铜管,1,Copper tube,copper tube
塑复钢管,1,Plastic steel pipe,plastic steel pipe
铝塑复合管,1,Aluminum-plastic composite pipe,aluminumplastic composite pipe
金属管,1,Metal tube,metal tube
红酒瓶,1,Red wine bottle,red wine bottle
香槟瓶,1,Champagne bottle,champagne bottle
白酒瓶,1,Liquor bottle,liquor bottle
可乐瓶瓶盖,1,Coke bottle cap,coke bottle cap
电动玩具,1,Electric toys,electric toys
镜片,1,lens,lens
照相机,1,camera,camera
塑料花盆,1,Plastic flowerpot,plastic flowerpot
无纺布手提袋,1,Non-woven tote bag,nonwoven tote bag
纸箱,1,Carton,carton
iPad,1,iPad,ipad
墨汁瓶,1,Ink bottle,ink bottle
化妆水瓶,1,Lotion bottle,lotion bottle
护肤品瓶,1,Skincare bottle,skincare bottle
护肤乳液瓶,1,Skin care lotion bottle,skin care lotion bottle
酱油瓶,1,Soy sauce bottle,soy sauce bottle
钢琴,16,piano,piano
手链,1,Bracelet,bracelet
手镯,1,bracelet,bracelet
木头,1,wood,wood
碎玻璃制品,1,Broken glass products,broken glass products
电动牙刷,1,electric toothbrush,electric toothbrush
塑料包装纸盒,1,Plastic packaging carton,plastic packaging carton
金属香炉,1,Metal incense burner,metal incense burner
铅球,1,Shot put,shot put
脸摩仪,1,Facial massage,facial massage
脉动饮料瓶,1,Pulsating beverage bottle,pulsating beverage bottle
跑步机,1,Treadmill,treadmill
手电筒,1,flashlight,flashlight
螺钉,1,Screw,screw
糖果罐,1,candy jar,candy jar
毛绒玩具,1,Plush toys,plush toys
烧水壶,1,Kettle,kettle
电冰箱,1,refrigerator,refrigerator
洗衣机,1,washing machine,washing machine
电烤箱,1,Electric oven,electric oven
洗碗机,1,dishwasher,dishwasher
扫地机器人,1,Sweeping robot,sweeping robot
面霜瓶,1,Cream bottle,cream bottle
糖果盒,1,Candy box,candy box
电话机,1,Telephone,telephone
小提琴,16,violin,violin
塑料架,1,Plastic frame,plastic frame
茶叶罐,1,Tea caddy,tea caddy
酒精瓶,1,alcohol bottle,alcohol bottle
座椅垫,1,Seat cushion,seat cushion
蛋挞盒,1,Egg Tart Box,egg tart box
纸质卡片,1,Paper card,paper card
硅胶玩具,1,Silicone toys,silicone toys
KFC纸袋,1,KFC paper bag,kfc paper bag
旧报纸,1,old newspaper,old newspaper
真空压缩袋,1,Vacuum compression bag,vacuum compression bag
螺丝,1,screw,screw
尼龙袋,1,Nylon bag,nylon bag
纸塑铝复合包装,1,Paper-plastic-aluminum composite packaging,paperplasticaluminum composite packaging
油桶,1,Oil drum,oil drum
食品保鲜盒,1,Food preservation box,food preservation box
衣架,1,Coat hanger,coat hanger
玻璃放大镜,1,Glass magnifier,glass magnifier
窗玻璃,1,Window glass,window glass
刀,1,Knife,knife
螺丝刀,1,screwdriver,screwdriver
枕头,1,pillow,pillow
电子血压仪,1,Electronic blood pressure meter,electronic blood pressure meter
塑料饭盒,1,Plastic lunch box,plastic lunch box
木凳,1,Wooden bench,wooden bench
木椅,16,Wooden chair,wooden chair
收音机,1,radio,radio
铃铛,1,Bells,bells
棉布,1,cotton,cotton
咖啡隔热纸,1,Coffee insulation paper,coffee insulation paper
毛线,1,Wool,wool
塑料梳子,1,Plastic comb,plastic comb
旧锁,1,Old lock,old lock
纱线手套,1,Yarn gloves,yarn gloves
不锈钢勺子,1,Stainless steel spoon,stainless steel spoon
乐扣乐扣,1,Lock & Lock,lock  lock
木质拼板,1,Wooden puzzle,wooden puzzle
眼霜罐,1,Eye cream jar,eye cream jar
马桶盖,1,toilet lid,toilet lid
饮料瓶盖,1,Beverage bottle cap,beverage bottle cap
玻璃锅盖,1,Glass lid,glass lid
棉花被,1,Cotton quilt,cotton quilt
防晒衣,1,Sun protection clothing,sun protection clothing
地铁票,1,Subway ticket,subway ticket
脸盆,1,washbasin,washbasin
脚盆,1,Foot basin,foot basin
洗脸仪,1,Facial washing instrument,facial washing instrument
电动剃须刀,1,Electric shaver,electric shaver
充电牙刷,1,Rechargeable toothbrush,rechargeable toothbrush
电炖锅,1,Electric cookers,electric cookers
高压锅,1,Pressure cooker,pressure cooker
热水袋,1,Hot water bottle,hot water bottle
充电热水袋,1,Charging hot water bottle,charging hot water bottle
玻璃碎片,1,glass shards,glass shards
废钥匙,1,Useless key,useless key
干净饮料瓶,1,Clean drink bottle,clean drink bottle
废报纸,1,Waste newspaper,waste newspaper
旧被单,1,Old sheet,old sheet
废旧吸铁石,1,Waste magnet,waste magnet
冰红茶利乐包装,1,Tetra Pak Ice Tea Packaging,tetra pak ice tea packaging
金属瓶盖,1,Metal bottle cap,metal bottle cap
香烟盒,1,cigarette boxes,cigarette boxes
香烟壳,1,Cigarette shell,cigarette shell
金手链,1,Gold bracelet,gold bracelet
金项链,1,Golden necklace,golden necklace
热水瓶,1,thermos,thermos
脚垫,1,Foot pad,foot pad
钢化玻璃,1,Tempered glass,tempered glass
纸质杯套,1,Paper cup holder,paper cup holder
塑料杯套,1,Plastic cup holder,plastic cup holder
星巴克纸袋,1,Starbucks paper bag,starbucks paper bag
木条,1,Wood,wood
木棍,1,Wooden stick,wooden stick
簪子,1,hairpin,hairpin
鼓棒,1,Drumsticks,drumsticks
奥特曼玩具,1,Ultraman toys,ultraman toys
洗手液瓶,1,Hand sanitizer bottle,hand sanitizer bottle
滑板,1,skateboard,skateboard
电源插头,1,Power plug,power plug
信纸,1,stationery,stationery
画框,1,Picture frame,picture frame
洗涤液瓶,1,Washing liquid bottle,washing liquid bottle
二手手机,1,second-hand phone,secondhand phone
电动卷发棒,1,Electric curling iron,electric curling iron
洗洁精瓶,1,Dishwashing liquid bottle,dishwashing liquid bottle
拖把桶,1,Mop bucket,mop bucket
台布,1,tablecloth,tablecloth
布艺窗帘,1,Fabric curtains,fabric curtains
软玻璃,1,Soft glass,soft glass
水晶板,1,Crystal plate,crystal plate
钨丝灯,1,Tungsten lamp,tungsten lamp
鲜奶盒,1,Milk box,milk box
球鞋,1,sneakers,sneakers
草稿本,1,Draft book,draft book
鞋带,1,shoelace,shoelace
干发帽,1,Dry hair cap,dry hair cap
铝箔袋,1,Foil bag,foil bag
纸质礼品盒,1,Paper gift box,paper gift box
易拉罐拉环,1,Can pull ring,can pull ring
书包,1,bag,bag
铁调羹,1,Iron spoon,iron spoon
铁盒子,1,Iron box,iron box
浴帘,1,Shower curtain,shower curtain
泳帽,1,Swimming cap,swimming cap
泳衣,1,Swimsuit,swimsuit
电动保温箱,1,Electric incubator,electric incubator
起钉器,1,Staple,staple
消费卡,1,consumer card,consumer card
步步高学习机,1,Backgammon learning machine,backgammon learning machine
塑料晾衣杆,1,Plastic clothes rail,plastic clothes rail
金属零件,1,Metal parts,metal parts
皮夹,1,Wallet,wallet
旧布鞋,1,Old cloth shoes,old cloth shoes
金子,1,Kaneko,kaneko
金器,1,gold,gold
书本,1,book,book
拉杆箱,16,Trolley case,trolley case
