cn,label,en
药壶,2,Medicine pot
碘酒瓶,2,Iodine bottle
外敷伤药,2,Topical wound medicine
膏药布,2,Plaster cloth
透明塑料药瓶,2,Transparent plastic medicine bottle
樟脑丸,2,Mothballs
电灯泡,2,Bulb
金霉素眼药膏,2,Chlortetracycline eye ointment
咳嗽药片,2,Cough pills
达克宁药膏,2,Dacrine ointment
达克宁药膏皮,2,Dacrine ointment skin
卸甲油,2,Nail polish remover
止咳糖浆瓶,2,Cough Syrup Bottle
痔疮膏,2,Hemorrhoids cream
泡腾片,2,Effervescent tablet
阿胶糕,4,Ejiao Cake
塑料档案袋,1,Plastic file bag
纸质档案袋,1,Paper portfolio
河蚌,8,River mussel
背心,1,Vest
贝壳肉,4,Shell meat
方便面袋,8,Instant noodle bag
茶饼,4,Tea cake
玻璃罐,1,Glass jar
铝箔包,8,Aluminum foil package
锡箔纸,8,Tin foil
不锈钢杯,1,stainless steel cup
餐巾纸,8,paper napkin
党参,4,Codonopsis
残渣剩饭,4,Leftovers
草帽,8,straw hat
电池,2,Battery
干电池,2,Dry cell
塑料尺,1,Plastic ruler
不锈钢尺,1,Stainless steel ruler
毛毛虫,4,Caterpillar
宠物毛发,8,Pet hair
金属厨具,1,Metal kitchenware
厨房垃圾袋,8,Kitchen garbage bag
纯棉靠垫,1,Cotton cushion
纯棉靠枕,1,Pure cotton pillow
磁盘盒,1,Disk Enclosure
磁片盒,1,Disk box
暖瓶玻璃内胆,1,Thermos glass liner
打碎的碗,8,Broken bowl
鱼的内脏,4,Fish innards
塑料凳,1,Plastic stool
地瓜皮,4,Sweet potato peel
快递冰袋,8,Express ice bag
过期糕点,4,Expired pastry
冬笋,4,Winter bamboo shoots
水银温度计,2,Mercury thermometer
防晒霜空瓶,1,Empty sunscreen bottle
废花盆,8,Waste flowerpot
废胶片,2,Waste film
凤梨,4,pineapple
中药敷贴,8,Chinese medicine applicator
护肤品玻璃空瓶,1,Skin care products glass empty bottle
护肤品塑料空瓶,1,Empty plastic bottles for skin care products
护肤霜玻璃空瓶,1,Skin care cream glass empty bottle
猪肉脯,4,pork jerky
可擦复写笔,8,Erasable copy pen
塑料盖,1,plastic cap
青菜杆,4,Greenstalk
玻璃烟缸,1,Glass ashtray
隔离霜空瓶,1,Empty bottle of isolation cream
各类过期药品,2,Various expired drugs
金属工具,1,Metal tools
含汞电池,2,Mercury battery
狗尿布,8,Dog diapers
鸡骨,4,Chicken bone
挂耳咖啡包,8,Hanging ear coffee bag
铝锅,1,Aluminum pan
过滤芯,8,Filter element
电焊丝,1,Welding wire
木盒,1,Wooden box
黑木耳,4,Black Fungus
护发素塑料空瓶,1,Conditioner plastic empty bottle
精华液玻璃空瓶,1,Essence glass empty bottle
精华液塑料空瓶,1,Essence plastic empty bottle
油画,8,painting
油画棒,8,Oil pastel
家养花卉,4,Domestic flowers
木质积木,1,Wooden blocks
鸡骨架,4,Chicken Skeleton
金属衣架,1,Metal hanger
无汞碱性电池,8,Mercury-free alkaline battery
豆角壳,4,Carob shell
节能灯泡,2,Energy-saving light bulbs
桔子,4,orange
洗洁精空瓶,1,Empty Dishwashing Bottle
酒精棉,8,alcohol cotton
干净的纸杯,8,Clean paper cup
净水器滤芯,8,Water purifier filter element
旧草帽,8,Old straw hat
玻璃餐具,1,Glass tableware
塑料卡片,1,Plastic card
烤肉,4,Barbecue
乐扣乐扣塑料盒,1,LOCK&LOCK Plastic Box
木筷子,1,Wood chopsticks
塑料筷子,1,Plastic chopsticks
宽粉,4,Wide powder
金属制菜篮子,1,Metal food basket
烂黄瓜,4,Rotten cucumber
利乐枕,1,Tetra Pillow
利乐砖,1,Tetra Brick
可乐空罐,1,Coke empty can
鱼类,4,Fishes
荔枝,4,litchi
长筒连裤袜,8,Pantyhose
护脸霜玻璃空瓶,1,Empty face cream glass bottle
护脸霜塑料空瓶,1,Empty face cream plastic bottle
鸟粮,4,Bird food
木质晾衣架,1,Wooden clothes rack
不锈钢晾衣杆,1,Stainless steel clothes rail
过期零食,4,Expired snacks
金属哑铃,1,Metal dumbbell
榴莲,8,durian
花露水玻璃空瓶,1,Empty toilet water glass bottle
沐浴露玻璃空瓶,1,Empty glass bottle of shower gel
沐浴露塑料空瓶,1,Empty plastic bottle of shower gel
马甲袋,8,Vest bag
满天星,4,Gypsophila
话梅核,4,Meihe
空灭火器,1,Empty fire extinguisher
灭蚊剂瓶,2,Mosquito killer bottle
包书膜,8,Book cover film
磨砂膏塑料空瓶,1,Scrub plastic empty bottle
废旧抹布,8,Used rags
墨鱼,4,Cuttlefish
泡沫餐盒,8,Foam lunch box
塑料收纳箱,1,Plastic storage box
无纺布收纳箱,1,Non-woven storage box
奶片,4,Milk tablets
胶囊药片,2,Capsule pills
镉镍电池,2,Cadmium nickel battery
镍铝电池,2,Nickel aluminum battery
泡菜,4,Pickle
杀虫喷雾罐,2,Insecticide spray can
杀虫喷雾瓶,2,Insecticide spray bottle
玻璃盆,1,Glass basin
瓜皮,4,Melon peel
收银小票,1,Cashier receipt
废药品,2,Waste medicine
铝瓶,1,Aluminum bottle
破瓷瓶,8,Broken Porcelain Bottle
过期茶叶,4,Expired tea
乳胶漆,2,Latex paint
空煤气罐,1,Empty gas tank
彩色铅笔,8,Colored pencils
木头铅笔,8,Wood pencil
青草,4,grass
镍氢电池,2,NiMH batteries
装订铁圈,1,Binding iron ring
燃气罐空瓶,1,Empty gas tank
燃油罐空瓶,1,Fuel tank empty bottle
染发料瓶,2,Hair dye bottle
日光灯管,2,Fluorescent tube
金属制容器,1,Metal container
毛绒垫,1,Plush pad
果肉,4,pulp
润发乳空瓶,1,Conditioner empty bottle
润肤霜玻璃空瓶,1,Empty moisturizer glass bottle
砂纸,8,sandpaper
杀虫剂罐,2,Insecticide canister
杀虫剂瓶,2,Insecticide bottle
沙包,8,Sandbag
防晒霜玻璃空瓶,1,Empty sunscreen glass bottle
防晒霜塑料空瓶,1,Empty sunscreen plastic bottle
山芋皮,4,Yam skin
剩饭剩菜,4,Leftovers
风干食品,4,Air-dried food
过期粮食,4,Expired grain
狗屎纸,8,Shit paper
过期芝士,4,Expired cheese
手纸,8,Toilet paper
受污染纸张,8,Contaminated paper
腐烂蔬菜,4,Rotten vegetables
金属锅,1,Metal pan
漱口水塑料空瓶,1,Empty mouthwash plastic bottle
面霜塑料空瓶,1,Face cream plastic empty bottle
爽肤水玻璃空瓶,1,Empty Toner Glass Bottle
爽肤水塑料空瓶,1,Toner empty plastic bottle
死鱼,4,Dead fish
速冻饺子包装,8,Quick-frozen dumpling packaging
酸奶利乐包装盒,1,Yogurt Tetra Pak Box
碎玻璃,1,shattered glass
碎瓷片,8,Broken tiles
污损报纸,8,Defaced newspaper
污损纸盒,8,Defiled carton
太阳能电池,2,Solar battery
羊毛毯,1,Blanket
碎陶瓷,8,Broken ceramics
陶瓷刀,8,ceramic knife
田螺肉,4,Snail meat
铁桶,1,drum
纸筒,1,Paper tube
竹筒,8,Bamboo tube
薯片外包装,8,Outer packaging of potato chips
陶瓷碗,8,Ceramic bowl
调味品,4,condiment
保温材料,8,Insulation Materials
无花果壳,4,Fig shell
衣物,1,Clothing
锡纸盒,8,Tin carton
竹席,8,Bamboo mat
相片,2,Photo
相纸,2,photographic paper
相片纸,2,Photo paper
橡胶垫,8,Rubber mat
84消毒液空瓶,2,84 empty bottle of disinfectant
小排,4,Small row
卸妆油空瓶,1,Cleansing oil empty bottle
杏,4,apricot
铅蓄电池,2,Lead storage battery
雪蟹蟹壳,4,Snow crab crab shell
龙眼壳,4,Longan Shell
过期燕麦片,4,Expired oatmeal
羊肉,4,mutton
花椰菜,4,brocoli
口服液药瓶,2,Oral liquid medicine bottle
洗手液空瓶,1,Hand sanitizer empty bottle
皮衣,1,Leather jacket
电影胶片,2,Movie film
有机溶剂包装,2,Organic solvent packaging
玉米杆,4,Corn stalk
鲜肉月饼,4,Fresh meat moon cakes
家养盆栽,4,Domestic potted plants
药渣,4,Medicine residue
炸鸡腿,4,Fried chicken legs
粘鼠胶,2,Mouse glue
木质擀面杖,1,Wooden rolling pin
塑料擀面杖,1,Plastic rolling pin
纸质账单,1,Paper bill
照相机电池,2,Camera battery
塑料砧板,1,Plastic cutting board
乳制品,4,Dairy products
玻璃制品,1,Glass product
圆珠笔笔套,1,Ballpoint pen set
水煮花生壳,4,Boiled peanut shells
包装袋,8,Packing bag
自动铅笔,8,mechanical pencil
钻头,1,drill
安全座椅,16,Safety seats
白板,16,Whiteboard
板凳,16,Bench
脚踏车,16,bicycle
抽屉,16,drawer
储物柜,16,Locker
床,16,bed
凳子,16,stool
手风琴,16,accordion
柜子,16,cabinet
大件垃圾,16,Bulky garbage
家具,16,furniture
红木家具,16,Mahogany furniture
书架,16,bookshelf
课桌,16,desk
席梦思,16,Simmons
电脑桌,16,Computer Desk
书柜,16,bookcase
木箱,16,Wooden box
收录音机,1,Radio tape recorder
小型音响,1,Small speaker
饮水机,1,Drinking fountain
电子游戏机,1,Electronic game console
电子手表,1,electronic watch
尿袋（家庭产生）,8,Urine bag (produced in the family)
手持电风扇,1,Handheld electric fan
空调器,1,Air conditioner
大型多功能打印机,1,Large multifunction printer
大型复印机,1,Large copier
大型烘干机,1,Large dryer
小型烘干机,1,Small dryer
电子体温计,1,Digital Thermometer
冷暖气机,1,Heating and cooling machine
落地电风扇,1,Floor electric fan
落地式台灯,1,Floor lamp
迷你电视机,1,Mini TV
电子闹钟,1,Electronic alarm clock
大屏电视机,1,Large screen TV
台式电脑,1,Desktop PC
大型显示器,1,Large display
小型显示器,1,Small display
小型保险箱,1,Small safe
果汁机,1,juicer
书桌,16,desk
桌子,16,table
家用吸尘器,1,Household vacuum cleaner
