cn,label,en,cleaned_en
榨菜,4,Mustard,mustard
尺子,1,ruler,ruler
金子,1,Kaneko,kaneko
爽肤水玻璃空瓶,1,Empty Toner Glass Bottle,empty toner glass bottle
玻璃器皿,1,glassware,glassware
本子,1,book,book
洗面奶瓶,1,Facial cleanser bottle,facial cleanser bottle
包书膜,8,Book cover film,book cover film
虾皮,4,Dried shrimp,dried shrimp
酱菜瓶,1,Pickle bottle,pickle bottle
过期调味料,4,Expired seasoning,expired seasoning
月饼,4,moon cake,moon cake
车钥匙,8,car key,car key
药壶,2,Medicine pot,medicine pot
药水玻璃瓶,2,Potion glass bottle,potion glass bottle
病人换下来的纸尿裤,8,Diapers changed by the patient,diapers changed by the patient
运动服,1,Sportswear,sportswear
掉下来的牙齿,8,Falling teeth,falling teeth
空调遥控器,1,air-conditioner remote,airconditioner remote
湿纸巾包装,8,Wet wipes packaging,wet wipes packaging
保鲜膜,8,plastic wrap,plastic wrap
啤酒盖,1,Beer cap,beer cap
盆栽树叶,4,Potted leaves,potted leaves
订书针,8,Staples,staples
袋泡茶,8,Teabag,teabag
纯牛奶纸盒,1,Pure milk carton,pure milk carton
针管,2,Needle,needle
中药袋,8,Chinese medicine bag,chinese medicine bag
一次性塑料袋,8,Disposable plastic bag,disposable plastic bag
碎纸,1,Shredded paper,shredded paper
镜子,8,Mirror,mirror
护肤霜玻璃空瓶,1,Skin care cream glass empty bottle,skin care cream glass empty bottle
排骨,4,Ribs,ribs
笔,8,Pen,pen
哑铃,1,dumbbel,dumbbel
咖啡杯杯盖,8,Coffee cup lid,coffee cup lid
馒头,4,Steamed bun,steamed bun
豆类,4,Beans,beans
水性笔,8,Water-based pen,waterbased pen
玻璃烟灰缸,1,Glass ashtray,glass ashtray
钟表,1,Clock,clock
保冷剂,8,Coolant,coolant
沐浴露塑料空瓶,1,Empty plastic bottle of shower gel,empty plastic bottle of shower gel
土豆皮,4,Potato skins,potato skins
雪碧瓶,1,Sprite bottle,sprite bottle
鼠标垫,8,mouse pad,mouse pad
藏红花,4,Saffron,saffron
洁厕液瓶,1,Toilet Cleaner Bottle,toilet cleaner bottle
废抹布,8,Waste wipes,waste wipes
炭包,8,Charcoal package,charcoal package
奶粉罐铝盖,1,Aluminum cover for milk powder can,aluminum cover for milk powder can
传单,1,Flyer,flyer
熟虾壳,4,Cooked Shrimp Shell,cooked shrimp shell
五金材料,1,Hardware materials,hardware materials
压缩饼干,4,Compressed biscuits,compressed biscuits
尿布,8,diaper,diaper
空药瓶,2,Empty medicine bottle,empty medicine bottle
醋瓶,1,Vinegar bottle,vinegar bottle
猪,4,pig,pig
海报,1,poster,poster
青蟹壳,4,Blue Crab Shell,blue crab shell
面膜包装袋,8,Mask packaging bag,mask packaging bag
滴露瓶,1,Dettol bottle,dettol bottle
粘毛滚纸,8,Sticky roll paper,sticky roll paper
药片包装,2,Tablet packaging,tablet packaging
雨伞伞面,1,Umbrella surface,umbrella surface
铁皮盖,1,Tin cover,tin cover
湿头发,8,Wet hair,wet hair
打印机色带,2,Printer ribbon,printer ribbon
鱼肉,4,Fish,fish
虫,4,insect,insect
花甲粉,4,Flower beetle powder,flower beetle powder
花篮,8,Flower basket,flower basket
长毛绒,1,plush,plush
果核,4,Pit,pit
动物粪便,4,Animal droppings,animal droppings
电脑小音响,1,Computer speaker,computer speaker
笋壳,4,Bamboo shell,bamboo shell
软骨,4,Cartilage,cartilage
牛肉粒包装袋,8,Beef cube packaging bag,beef cube packaging bag
戒指,1,ring,ring
纸吸管,4,Paper straws,paper straws
白板,16,Whiteboard,whiteboard
废油漆,2,Waste paint,waste paint
擦碗布,8,Dishcloth,dishcloth
电子手表,1,electronic watch,electronic watch
方便面盒,8,Instant noodle box,instant noodle box
眼影,8,Eye shadow,eye shadow
日报,1,daily,daily
铁,1,iron,iron
一次性保鲜膜,8,Disposable plastic wrap,disposable plastic wrap
塑料叉子,8,Plastic fork,plastic fork
李子核,4,Plum core,plum core
猪肝,4,Pork liver,pork liver
草莓,4,Strawberry,strawberry
豆浆袋,8,Soy milk bag,soy milk bag
玻璃瓶,1,Glass bottle,glass bottle
烂桃,4,Rotten peach,rotten peach
家养花卉,4,Domestic flowers,domestic flowers
肋排,4,Ribs,ribs
杂菜,4,Mixed vegetables,mixed vegetables
花朵,4,Flowers,flowers
猫饲料,4,Cat feed,cat feed
甜芦粟皮,8,Sweet Milo Bark,sweet milo bark
海胆壳,8,Sea urchin shell,sea urchin shell
手表,1,watch,watch
碱性电池,8,Alkaline battery,alkaline battery
食物残渣,4,food residue,food residue
金属管,1,Metal tube,metal tube
芝士片,4,Cheese slices,cheese slices
榴莲干,4,Dried Durian,dried durian
鸟笼,8,birdcage,birdcage
轻质彩泥,8,Lightweight color mud,lightweight color mud
电池,2,Battery,battery
菜梗菜叶,4,Nakyo green leaf,nakyo green leaf
猪脚,4,Pig's feet,pigs feet
田螺肉,4,Snail meat,snail meat
马夹袋,8,Waistbag,waistbag
白煮蛋壳,4,Hard boiled eggshell,hard boiled eggshell
兔子粪便,4,Rabbit droppings,rabbit droppings
叉烧,4,Barbecued pork,barbecued pork
旧衣服属于,1,Old clothes belong,old clothes belong
奶盒,1,Milk box,milk box
盆栽,4,Potted plants,potted plants
彩色玻璃,1,Multicolored Glass,multicolored glass
手册,1,manual,manual
旧鞋子,1,Old shoes,old shoes
白炽灯泡,2,Incandescent bulb,incandescent bulb
电器产品,1,Electrical products,electrical products
酒瓶塞子,8,Wine bottle stopper,wine bottle stopper
草纸,8,toilet paper,toilet paper
乳液罐,1,Lotion tank,lotion tank
杨梅干,4,Dried bayberry,dried bayberry
竹竿,8,bamboo,bamboo
达克宁药膏皮,2,Dacrine ointment skin,dacrine ointment skin
塑料管道,1,Plastic pipe,plastic pipe
电线,1,electric wire,electric wire
萝卜干,4,Dried radish,dried radish
老干妈辣酱,4,Lao Gan Ma Hot Sauce,lao gan ma hot sauce
腰带,1,belt,belt
带子壳,4,Belt shell,belt shell
一次性纸餐盘,8,Disposable paper dinner plate,disposable paper dinner plate
枯萎花束,4,Withered bouquet,withered bouquet
扇子,8,Folding fan,folding fan
午餐肉罐,1,Luncheon meat tin,luncheon meat tin
茶碗,8,Bowl,bowl
螺帽,1,Nut,nut
菜刀,1,kitchen knife,kitchen knife
笔袋,8,Pencil case,pencil case
矿泉水瓶盖,1,Mineral water bottle cap,mineral water bottle cap
包装袋,8,Packing bag,packing bag
吸油纸,8,Blotting paper,blotting paper
再生纸,1,Recycled paper,recycled paper
红肠,4,Red Sausage,red sausage
陶瓷碗碟,8,Ceramic dishes,ceramic dishes
塑料晾衣架,1,Plastic drying rack,plastic drying rack
CD,8,CD,cd
草莓叶,4,Strawberry leaf,strawberry leaf
铝箔,1,Aluminum foil,aluminum foil
芦稷,4,Lu Ji,lu ji
平板玻璃,1,plate glass,plate glass
阿尔卑斯糖,4,Alpine sugar,alpine sugar
花蛤壳,8,Flower clam shell,flower clam shell
头皮屑,8,Dandruff,dandruff
咖啡伴侣粉,4,Coffee mate powder,coffee mate powder
一次性洗脸巾,8,Disposable face towel,disposable face towel
早餐塑料袋,8,Breakfast plastic bag,breakfast plastic bag
摄像机,1,Video camera,video camera
蚌壳,8,Clam shell,clam shell
冰袋,8,ice bag,ice bag
漆桶,2,Paint bucket,paint bucket
金戒指,1,gold ring,gold ring
蛋挞壳,8,Egg tart shell,egg tart shell
油漆,2,paint,paint
地板蜡,8,Floor wax,floor wax
快递单,8,Courier,courier
基围虾壳,4,Kewei Shrimp Shell,kewei shrimp shell
滤挂咖啡,8,Filter coffee,filter coffee
白板擦,8,Whiteboard eraser,whiteboard eraser
卷筒纸外包装,8,Web outer packaging,web outer packaging
粘土,8,clay,clay
黄桃,4,Yellow peach,yellow peach
蔗糖,4,sucrose,sucrose
快递箱,1,Courier box,courier box
银耳,4,Tremella,tremella
奶嘴,8,nipple,nipple
隐形眼镜片,8,Contact lens,contact lens
金属元件,1,Metal components,metal components
卫生巾包装袋,8,Sanitary napkin packaging bag,sanitary napkin packaging bag
巧克力酱,4,chocolate sauce,chocolate sauce
雨鞋,1,Rain boots,rain boots
巴旦木壳,4,Altar husk,altar husk
梳子,8,comb,comb
棕叶,8,Brown leaf,brown leaf
游戏币,1,Game currency,game currency
牙刷,8,toothbrush,toothbrush
防蚊手环,8,Anti-mosquito bracelet,antimosquito bracelet
塑料表带,8,Plastic strap,plastic strap
过期食品,4,expired food,expired food
咖啡粉,4,coffee powder,coffee powder
电风扇,1,Electric fan,electric fan
哈密瓜,4,cantaloupe,cantaloupe
煤灰,8,coal ash,coal ash
糕饼,4,cake,cake
漱口水瓶子,1,Mouthwash bottle,mouthwash bottle
环保布质垃圾袋,1,Environmental protection cloth garbage bag,environmental protection cloth garbage bag
清洁剂瓶,1,Detergent bottle,detergent bottle
小票,8,receipt,receipt
牛仔裤,1,jeans,jeans
药品,2,drug,drug
蜂蜜罐,1,Honey jar,honey jar
龙眼壳,4,Longan Shell,longan shell
菜板,8,Chopping board,chopping board
葱,4,onion,onion
滤尘袋,8,Filter bag,filter bag
剪子,1,scissors,scissors
油画棒,8,Oil pastel,oil pastel
咸鱼,4,Salted fish,salted fish
玻璃花瓶,1,glass vase,glass vase
防晒霜玻璃空瓶,1,Empty sunscreen glass bottle,empty sunscreen glass bottle
吸尘器灰尘,8,Vacuum cleaner dust,vacuum cleaner dust
涂料,2,coating,coating
钢尺,1,Steel ruler,steel ruler
伤筋膏药,2,Tendon plaster,tendon plaster
水笔笔芯,8,Fountain pen refill,fountain pen refill
橄榄球,1,football,football
碧根果壳,8,Pecan husk,pecan husk
软盘,8,floppy disk,floppy disk
饮料瓶,1,Drink bottle,drink bottle
沙拉袋,8,Salad bag,salad bag
海胆,4,sea ​​urchin,sea urchin
水银,2,mercury,mercury
石灰干燥剂,8,Lime desiccant,lime desiccant
电源线,1,power cable,power cable
染发手套,2,Hair dye gloves,hair dye gloves
废胶片,2,Waste film,waste film
手帕,8,handkerchief,handkerchief
旧音箱,1,Old speaker,old speaker
粽子馅,4,Zongzi stuffing,zongzi stuffing
火锅汤底,4,Hot pot soup base,hot pot soup base
韭菜,4,Chinese chives,chinese chives
眼镜框,8,glasses frames,glasses frames
榨菜袋,8,Mustard bag,mustard bag
记号笔,8,Marker pen,marker pen
休闲鞋,1,casual shoes,casual shoes
冰淇淋纸,8,Ice cream paper,ice cream paper
食品密封袋,8,Food sealed bag,food sealed bag
紫菜,4,Seaweed,seaweed
挂耳咖啡,8,Hanging ear coffee,hanging ear coffee
气泡膜,8,Bubble film,bubble film
烘山芋皮,4,Baked Potato Peel,baked potato peel
护垫,8,Pad,pad
充电器,1,charger,charger
电容,1,capacitance,capacitance
电蚊香片,8,Electric mosquito coil,electric mosquito coil
樱花,4,Cherry blossoms,cherry blossoms
绿植,4,Green plants,green plants
草稿本,1,Draft book,draft book
水粉颜料,8,Gouache paint,gouache paint
弹簧,1,spring,spring
杜蕾斯,8,Durex,durex
茶包,8,tea bag,tea bag
保温瓶,1,Thermos flask,thermos flask
生肉,4,Raw meat,raw meat
河虾,4,River prawns,river prawns
炉渣,8,Slag,slag
墨盒,1,Ink cartridge,ink cartridge
染发料瓶,2,Hair dye bottle,hair dye bottle
鸡屁股,4,Chicken butt,chicken butt
鱼油胶囊,2,Fish oil capsules,fish oil capsules
iPad,1,iPad,ipad
塑料壳,1,Plastic shell,plastic shell
电话,1,telephone,telephone
旅行袋,1,Travel bag,travel bag
袜子,8,sock,sock
豆渣,4,Okara,okara
木勺,1,Wooden spoon,wooden spoon
腋毛,8,Armpit hair,armpit hair
洁厕灵瓶子,1,Clean toilet spirit bottle,clean toilet spirit bottle
茭白叶,4,Zizania,zizania
稻草,8,straw,straw
旧夹子,1,Old clip,old clip
宠物饲料包装袋,8,Pet food packaging bag,pet food packaging bag
冷暖气机,1,Heating and cooling machine,heating and cooling machine
真空压缩袋,1,Vacuum compression bag,vacuum compression bag
宝特瓶,1,PET bottle,pet bottle
牙线盒,1,Floss box,floss box
水果包装袋,8,Fruit packaging bag,fruit packaging bag
泡沫板,1,Foam board,foam board
小龙虾,4,crayfish,crayfish
胶纸,8,Tape,tape
透明打包盒,8,Transparent packing box,transparent packing box
废镍镉电池,2,Used nickel-cadmium batteries,used nickelcadmium batteries
厨房用纸,8,Kitchen paper,kitchen paper
厨房垃圾袋,8,Kitchen garbage bag,kitchen garbage bag
鱼骨头,4,fish bones,fish bones
金属厨具,1,Metal kitchenware,metal kitchenware
花洒软管,1,Shower hose,shower hose
收据,8,Receipt,receipt
塑料,1,plastic,plastic
一次性杯子,8,Disposable cup,disposable cup
修眉刀,8,Eyebrow trimming knife,eyebrow trimming knife
家具,16,furniture,furniture
电锅,1,Electric pot,electric pot
电脑设备,1,Computer equipment,computer equipment
玻璃盆,1,Glass basin,glass basin
脚指甲,8,toenail,toenail
玻璃烟缸,1,Glass ashtray,glass ashtray
蛋挞托,8,Egg Tart Tart,egg tart tart
鸡翅膀,4,Chicken wings,chicken wings
过滤器,8,filter,filter
大哥大,1,Big Brother,big brother
爽肤水塑料空瓶,1,Toner empty plastic bottle,toner empty plastic bottle
笔盒,1,Pen case,pen case
挂号纸,1,Registered paper,registered paper
餐纸,8,Napkin,napkin
乳胶漆,2,Latex paint,latex paint
橡皮屑,8,Rubber crumbs,rubber crumbs
鸡蛋卷,4,Egg rolls,egg rolls
原味鸡,4,Original Chicken,original chicken
尼龙制品,8,Nylon products,nylon products
木瓜,4,pawpaw,pawpaw
彩妆,8,Makeup,makeup
衣服标签,8,Clothing label,clothing label
鸡屎,4,Chicken shit,chicken shit
红薯皮,4,Sweet potato skin,sweet potato skin
净化器滤芯,8,Purifier filter,purifier filter
平菇,4,Pleurotus ostreatus,pleurotus ostreatus
小葱,4,Shallots,shallots
糖,4,sugar,sugar
电子温度计,1,Electronic thermometer,electronic thermometer
小孩尿布,8,Baby diapers,baby diapers
布娃娃,1,Ragdoll,ragdoll
海鲜,4,seafood,seafood
眼镜,8,Glasses,glasses
水果网套,1,Fruit net set,fruit net set
芒果核,4,Mango pit,mango pit
榴莲,8,durian,durian
面霜,8,cream,cream
鸭血,4,Duck blood,duck blood
牙线,8,Dental floss,dental floss
丙烯颜料,8,Acrylic paint,acrylic paint
软玻璃,1,Soft glass,soft glass
厨余果皮,4,Food waste peel,food waste peel
死花,4,Dead flower,dead flower
充电装置,1,Charging device,charging device
平板电脑,1,tablet,tablet
用的创可贴,8,Band-Aid,bandaid
打底裤,1,Leggings,leggings
眼药水瓶,2,Eye drops bottle,eye drops bottle
吸味剂,8,Odor,odor
苹果肉,4,Apple meat,apple meat
iphone x,1,iphone x,iphone x
金属晾衣杆,1,Metal clothes rail,metal clothes rail
饮料玻璃瓶,1,Beverage glass bottle,beverage glass bottle
向日葵花束,4,Sunflower bouquet,sunflower bouquet
筷子,8,Chopsticks,chopsticks
KFC食物包装,8,KFC food packaging,kfc food packaging
帆布包,1,canvas bag,canvas bag
暖瓶,1,thermos bottle,thermos bottle
条码纸,8,Barcode paper,barcode paper
鸭,4,duck,duck
食品用脱氧剂,8,Food deoxidizer,food deoxidizer
痔疮膏,2,Hemorrhoids cream,hemorrhoids cream
变质的食物,4,Spoiled food,spoiled food
山楂,4,Hawthorn,hawthorn
螺丝钉,1,screw,screw
辣椒,4,chili,chili
相册,8,Photo album,photo album
电热水袋,1,Electric hot water bottle,electric hot water bottle
PS4,1,PS4,ps
防潮盒,1,Moisture-proof box,moistureproof box
玻璃餐具,1,Glass tableware,glass tableware
鸭掌,4,Duck feet,duck feet
衬衫,1,shirt,shirt
织物,8,Fabric,fabric
文件袋,8,file holder,file holder
话梅壳,4,Talking about plum shells,talking about plum shells
水果刀,1,fruit knife,fruit knife
小龙虾黄,4,Crayfish Yellow,crayfish yellow
龙虾片,4,Lobster Chips,lobster chips
汗衫,1,undershirt,undershirt
茶叶渣,4,Tea dregs,tea dregs
线路板,1,circuit board,circuit board
眉笔,8,eyebrow pencil,eyebrow pencil
呕吐物纸巾,8,Vomit tissue,vomit tissue
椰青壳,8,Coconut shell,coconut shell
电冰箱,1,refrigerator,refrigerator
年糕,4,rice cake,rice cake
过期口红,8,Expired lipstick,expired lipstick
水果,4,fruit,fruit
冰激凌,4,Ice cream,ice cream
一次性餐盒,8,Disposable lunch box,disposable lunch box
太阳能热水管,1,Solar hot water pipe,solar hot water pipe
扑克,1,poker,poker
猫粮,4,Cat food,cat food
毛笔,8,Brush,brush
烤肉,4,Barbecue,barbecue
高附加值可回收物,1,High value-added recyclables,high valueadded recyclables
塑料药瓶,2,Plastic medicine bottle,plastic medicine bottle
奶茶杯,8,Milk tea cup,milk tea cup
陶瓷,8,ceramics,ceramics
陶瓷烟灰缸,8,Ceramic ashtray,ceramic ashtray
氯化钙除湿剂,8,Calcium chloride dehumidifier,calcium chloride dehumidifier
USB线,1,USB cable,usb cable
木质梳子,8,Wooden comb,wooden comb
被芯,1,Quilt,quilt
废键盘,1,Waste keyboard,waste keyboard
烧饼,4,Biscuits,biscuits
旧跑鞋,1,Old running shoes,old running shoes
车厘子,4,cherries,cherries
梨核,4,Pear core,pear core
玫瑰花,4,Rose flower,rose flower
席子,8,Mat,mat
湿卫生纸,8,Wet toilet paper,wet toilet paper
腐烂蔬菜,4,Rotten vegetables,rotten vegetables
练习本,1,excercise book,excercise book
逗猫棒,8,Funny cat stick,funny cat stick
荧光灯,2,Fluorescent lamp,fluorescent lamp
水笔,8,Pen,pen
蒜,4,garlic,garlic
糠饼,4,Bran cake,bran cake
山竹壳,4,Mangosteen Shell,mangosteen shell
薯条,4,fries,fries
酸奶盖,8,Yogurt cover,yogurt cover
有机玻璃,1,Plexiglass,plexiglass
牙签塑料盒,8,Toothpick Plastic Box,toothpick plastic box
竹筷,8,Bamboo chopsticks,bamboo chopsticks
包裹着猫屎的塑料袋,8,Plastic bag wrapped in cat feces,plastic bag wrapped in cat feces
芦苇叶,8,Reed leaf,reed leaf
扫帚,8,broom,broom
蔬菜包装袋,8,Vegetable packaging bag,vegetable packaging bag
吸门器,1,Door suction device,door suction device
奶茶盖,8,Milk tea cover,milk tea cover
塑料刷子,8,Plastic brush,plastic brush
电表盒,1,Electric meter box,electric meter box
碘酒瓶,2,Iodine bottle,iodine bottle
塑料玩具,1,plastic toys,plastic toys
纸质账单,1,Paper bill,paper bill
鸡毛,8,Chicken feather,chicken feather
纺织物,1,Textiles,textiles
外卖盒,8,Takeaway box,takeaway box
避孕药,2,Birth control pills,birth control pills
火锅蘸酱,4,Hot pot dipping sauce,hot pot dipping sauce
中药渣,4,Chinese medicine residue,chinese medicine residue
洋山芋,4,Potato,potato
竹篮,8,Bamboo basket,bamboo basket
纸制糖果礼盒,1,Paper candy gift box,paper candy gift box
簪子,1,hairpin,hairpin
文件夹,1,folder,folder
杀虫喷雾罐,2,Insecticide spray can,insecticide spray can
竹牙签,8,Bamboo toothpicks,bamboo toothpicks
屏幕,1,Screen,screen
塑料桶,1,plastic bucket,plastic bucket
气垫膜,8,Air cushion film,air cushion film
生煎,4,Pan Fried Dumpling,pan fried dumpling
苍蝇,4,fly,fly
超能胶,8,Super Glue,super glue
烤鸭,4,Roast Duck,roast duck
油漆笔,2,paintbrush,paintbrush
杏仁饼,4,almond cookies,almond cookies
镇流器,1,Ballast,ballast
文胸,8,Bra,bra
工资卡,1,Salary card,salary card
手机壳,8,phone case,phone case
蛋,4,Egg,egg
吸管薄膜,8,Straw film,straw film
饮料利乐包装,1,Tetra Pak Beverage,tetra pak beverage
雪糕袋,8,Ice cream bag,ice cream bag
长尾夹,1,Elliot folder,elliot folder
鱿鱼,4,squid,squid
身体乳,8,Body milk,body milk
旧塑料篮子,1,Old plastic basket,old plastic basket
自暖包,8,Self-heating bag,selfheating bag
黑胶唱片,8,Vinyl Records,vinyl records
酱油包装袋,8,Soy sauce packaging bag,soy sauce packaging bag
包子,4,steamed stuffed bun,steamed stuffed bun
葡萄梗,4,Grape stem,grape stem
玻璃杯,1,glass,glass
绿豆糕,4,green bean cake,green bean cake
橡皮擦,8,Rubber,rubber
铁盒,1,Tin box,tin box
麻将台,1,Mahjong Table,mahjong table
红薯,4,sweet potato,sweet potato
宣传单,1,flyer,flyer
干草,8,hay,hay
胶卷底片,2,Film negatives,film negatives
碳粉匣,1,Toner Cartridge,toner cartridge
冷饮袋,8,Cold drink bag,cold drink bag
蟑螂贴,8,Cockroach stickers,cockroach stickers
酸奶盒,1,Yogurt box,yogurt box
水垢,8,Scale,scale
芋艿,4,Taro,taro
螺狮壳,4,Snail shell,snail shell
苦瓜,4,Momordica charantia,momordica charantia
菠萝蜜肉,4,Jackfruit Meat,jackfruit meat
塑料饮料杯,1,Plastic drink cup,plastic drink cup
沾有墨水的纸,8,Ink-stained paper,inkstained paper
调色板,2,Color palette,color palette
烂蔬菜,4,Rotten vegetables,rotten vegetables
跳蛋,8,Vibrating egg,vibrating egg
保温壶,1,Insulation pot,insulation pot
金项链,1,Golden necklace,golden necklace
漫画书,1,comic book,comic book
丁字裤,8,Thong,thong
打包袋,8,Packing bag,packing bag
折扇,8,Folding fan,folding fan
泡沫,1,Foam,foam
指甲油瓶子,2,Nail polish bottle,nail polish bottle
其他金属制品,1,Other metal products,other metal products
电视机顶盒,1,Television set-top box,television settop box
食物托盘,1,Food tray,food tray
凤梨,4,pineapple,pineapple
铁桶,1,drum,drum
青豆萁,4,Osmunda japonica,osmunda japonica
臭袜子,8,Smelly socks,smelly socks
卷筒纸芯,1,Roll paper core,roll paper core
香蕉干,4,Dried banana,dried banana
无纺布,8,Non-woven fabric,nonwoven fabric
洋装,1,Dress,dress
手擀面,4,Hand-rolled noodles,handrolled noodles
碳粉盒,2,Toner cartridge,toner cartridge
狗尿垫,8,Dog pad,dog pad
尺,8,ruler,ruler
密胺餐具,1,Melamine tableware,melamine tableware
剩饭剩菜,4,Leftovers,leftovers
洗涤液瓶,1,Washing liquid bottle,washing liquid bottle
薯片包装袋,8,Potato Chips Packaging Bag,potato chips packaging bag
IPHONE手机,1,IPhone mobile phone,iphone mobile phone
乳垫,8,Breast pad,breast pad
羊蝎子,8,Sheep Scorpion,sheep scorpion
燕尾夹,1,Dovetail clip,dovetail clip
干冰,8,dry ice,dry ice
太阳能热水器,1,solar water heaters,solar water heaters
杀虫喷雾瓶,2,Insecticide spray bottle,insecticide spray bottle
花生壳,4,Peanut shells,peanut shells
结成团的猫砂,8,Clumped cat litter,clumped cat litter
滑板,1,skateboard,skateboard
牛骨头,8,Cow bones,cow bones
湿报纸,8,Wet newspaper,wet newspaper
饼干,4,biscuits,biscuits
敷料,8,dressing,dressing
棉布,1,cotton,cotton
芭蕉叶,4,Banana leaf,banana leaf
薯片罐,8,Potato Chip Jar,potato chip jar
电话机,1,Telephone,telephone
关东煮纸杯,8,Oden Paper Cup,oden paper cup
面霜瓶,1,Cream bottle,cream bottle
鸡蛋包装盒,1,Egg packaging box,egg packaging box
橡胶垫,8,Rubber mat,rubber mat
金属拖把杆,1,Metal mop rod,metal mop rod
碘酒棉球,8,Iodine cotton ball,iodine cotton ball
木筷,1,Wooden chopsticks,wooden chopsticks
有污渍的餐盒,8,Stained lunch box,stained lunch box
作文书,1,Composition,composition
海苔袋子,8,Seaweed bag,seaweed bag
剪纸,8,Paper cut,paper cut
鱿鱼丝,4,Squid shreds,squid shreds
湿塑料袋,8,Wet plastic bag,wet plastic bag
普通塑料袋,8,Ordinary plastic bag,ordinary plastic bag
油烟机油脂,4,Range hood grease,range hood grease
轮胎,1,tire,tire
雪弗板,1,Chevron board,chevron board
收录音机,1,Radio tape recorder,radio tape recorder
勾线笔,8,Hook line pen,hook line pen
鸡翅,4,Chicken wings,chicken wings
鸡胸,4,Chicken breast,chicken breast
鸡精,4,Chicken Essence,chicken essence
瓷片,8,Tiles,tiles
速冻饺子包装,8,Quick-frozen dumpling packaging,quickfrozen dumpling packaging
